timestamp,transaction_id,amount,recovery_probability,recommended_action,execution_status,message,recovered_amount,razorpay_order_id,payment_link_id
2026-09-02T11:25:03.609540,TX00061,44252.25,0.0859,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:03.638805,TX00067,31025.78,0.0329,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:03.665778,TX00068,47050.51,0.0712,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:03.747565,TX00069,38840.39,0.438,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nOcUQnuDEIs,0.0,order_TX3nOcUQnuDEIs,
2026-09-02T11:25:03.776912,TX00072,21882.6,0.0456,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:03.816608,TX00075,44616.28,0.0379,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:03.992110,TX00078,39512.59,0.4973,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nOqOJRqOnbY,0.0,order_TX3nOqOJRqOnbY,
2026-09-02T11:25:04.018036,TX00080,8572.28,0.3256,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:04.086140,TX00084,3926.1,0.1939,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.135725,TX00086,26588.09,0.0747,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.169041,TX00089,5898.69,0.1092,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.202297,TX00097,18406.67,0.1722,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.240733,TX00100,48773.59,0.0861,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.277416,TX00101,8671.75,0.0971,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.310405,TX00104,4008.7,0.0453,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.342337,TX00108,41499.85,0.2243,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.371619,TX00110,30937.5,0.1248,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.391698,TX00111,7967.85,0.0319,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.470346,TX00113,39071.69,0.4707,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nPP6YyRh8v9,0.0,order_TX3nPP6YyRh8v9,
2026-09-02T11:25:04.506379,TX00115,15722.15,0.0636,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.539178,TX00123,14239.57,0.0729,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.577897,TX00125,9698.15,0.1378,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.617071,TX00130,10122.45,0.1719,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.654327,TX00132,6492.55,0.0254,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.689853,TX00133,28215.25,0.2491,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.808258,TX00135,47032.88,0.5583,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nPkqY1KDieN,0.0,order_TX3nPkqY1KDieN,
2026-09-02T11:25:04.835138,TX00138,23649.19,0.1014,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.863677,TX00147,20924.04,0.1545,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.897853,TX00149,45184.24,0.0675,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.921591,TX00150,44516.21,0.0087,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.942534,TX00151,40929.24,0.0544,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.963454,TX00152,25605.39,0.0915,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:04.995977,TX00156,20258.24,0.1693,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.029119,TX00157,48517.72,0.678,RETRY_PAYMENT,BLOCKED,High-value transaction requires escalation,0.0,,
2026-09-02T11:25:05.057882,TX00160,14114.91,0.0661,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.082881,TX00164,42742.19,0.06,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.115428,TX00167,45178.9,0.2429,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.151463,TX00169,28915.38,0.398,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.180687,TX00172,39325.03,0.0357,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.216767,TX00173,12789.36,0.0857,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.260761,TX00176,17006.52,0.0716,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.297828,TX00178,28746.52,0.0232,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.335990,TX00179,17014.94,0.0425,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.370745,TX00181,1456.82,0.0653,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.395923,TX00183,26099.69,0.0536,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.433623,TX00185,29528.87,0.0769,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.465969,TX00186,37633.47,0.1683,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.503251,TX00187,31249.2,0.0632,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.533298,TX00188,30094.02,0.0458,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.569118,TX00191,11756.38,0.1354,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.613737,TX00192,13415.43,0.0336,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.652739,TX00193,27806.01,0.0432,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.689316,TX00194,10135.36,0.0646,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.813437,TX00198,47244.35,0.4891,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nQrKGg77j6L,0.0,order_TX3nQrKGg77j6L,
2026-09-02T11:25:05.844630,TX00200,46241.22,0.1918,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.882293,TX00205,35183.92,0.0816,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.922921,TX00209,35263.35,0.1304,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:05.956454,TX00210,46771.57,0.6704,RETRY_PAYMENT,BLOCKED,High-value transaction requires escalation,0.0,,
2026-09-02T11:25:06.002948,TX00212,35464.47,0.0657,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.044476,TX00215,38192.09,0.3954,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.087324,TX00217,32400.7,0.1325,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.128537,TX00219,33567.62,0.1004,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.157918,TX00221,38722.93,0.1377,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.179005,TX00222,6345.36,0.0714,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.196195,TX00226,46433.5,0.0645,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.209110,TX00229,37735.96,0.0738,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.234213,TX00231,16933.15,0.0614,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.258298,TX00234,45765.3,0.0346,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.281854,TX00235,9619.13,0.0272,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.312083,TX00242,32645.48,0.0217,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.429592,TX00243,10696.92,0.0706,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.469134,TX00248,18421.11,0.0725,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.500080,TX00249,16038.87,0.2095,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.669086,TX00250,37521.42,0.5809,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nRl0wlCtNLg,0.0,order_TX3nRl0wlCtNLg,
2026-09-02T11:25:06.700499,TX00251,21669.4,0.1877,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.727275,TX00254,21045.4,0.1306,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.757595,TX00256,16743.84,0.0599,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.803059,TX00257,14830.04,0.0514,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.835231,TX00258,2266.66,0.1377,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.859409,TX00261,32738.5,0.0506,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:06.999557,TX00262,9777.03,0.6313,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nS8NrVWpRTc,0.0,order_TX3nS8NrVWpRTc,
2026-09-02T11:25:07.038147,TX00263,14923.6,0.0508,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.074708,TX00264,31056.87,0.0938,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.121183,TX00269,17120.56,0.3262,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:07.160866,TX00270,22889.83,0.058,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.204104,TX00274,21895.11,0.0608,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.246777,TX00279,42506.8,0.1286,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.399248,TX00284,46962.02,0.4522,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nSZGMfRUr9T,0.0,order_TX3nSZGMfRUr9T,
2026-09-02T11:25:07.436443,TX00287,8411.26,0.4184,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:07.468889,TX00289,35564.61,0.057,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.511732,TX00292,22549.18,0.5568,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,22549.18,,
2026-09-02T11:25:07.631199,TX00293,45678.99,0.3871,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nSpml9bjEIb,0.0,order_TX3nSpml9bjEIb,
2026-09-02T11:25:07.662709,TX00294,9631.79,0.0395,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.702322,TX00299,13797.42,0.0672,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.743815,TX00302,5916.89,0.0827,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.786551,TX00304,39253.47,0.2029,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.823436,TX00307,12623.02,0.0508,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.858599,TX00310,17967.08,0.1518,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:07.893151,TX00311,37921.73,0.6875,RETRY_PAYMENT,BLOCKED,High-value transaction requires escalation,0.0,,
2026-09-02T11:25:08.011997,TX00312,14894.6,0.4412,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nTEnGydE9RG,0.0,order_TX3nTEnGydE9RG,
2026-09-02T11:25:08.047112,TX00313,15083.09,0.0398,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.084892,TX00315,22114.89,0.0387,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.124352,TX00316,36539.65,0.1959,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.152667,TX00318,30269.09,0.0247,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.194809,TX00321,8832.48,0.0615,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.231636,TX00325,47505.0,0.0496,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.266022,TX00328,31685.46,0.0737,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.302204,TX00329,29263.53,0.1575,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.331179,TX00331,17885.56,0.0695,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.360525,TX00332,2453.41,0.713,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.458263,TX00333,11051.85,0.3353,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nTkCKA74JEk,0.0,order_TX3nTkCKA74JEk,
2026-09-02T11:25:08.484486,TX00335,29154.57,0.1365,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.626119,TX00339,35044.56,0.4035,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nTvj745pxFo,0.0,order_TX3nTvj745pxFo,
2026-09-02T11:25:08.659640,TX00342,47144.43,0.0139,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.692310,TX00343,4320.16,0.0274,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.722054,TX00344,12846.1,0.0544,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.751383,TX00347,3967.92,0.0499,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.773634,TX00349,4789.96,0.0623,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.790968,TX00351,11468.51,0.0931,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.807670,TX00354,35045.32,0.3394,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.829694,TX00357,11308.49,0.2946,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:08.854271,TX00363,21292.69,0.1587,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.878636,TX00364,39719.82,0.0348,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.909244,TX00367,12155.52,0.1664,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.940479,TX00368,7386.6,0.0523,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:08.970406,TX00370,1557.05,0.3505,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:09.000743,TX00371,26274.61,0.1099,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.034796,TX00375,7066.69,0.0738,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.066916,TX00376,34500.37,0.02,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.098335,TX00377,44907.63,0.0346,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.119468,TX00379,4006.71,0.3998,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.149714,TX00380,44815.03,0.0859,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.186621,TX00381,39737.68,0.0204,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.303779,TX00383,2778.94,0.4265,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nUepMCRdqAn,0.0,order_TX3nUepMCRdqAn,
2026-09-02T11:25:09.336770,TX00385,7970.58,0.0625,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.368031,TX00386,41762.63,0.0605,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.401995,TX00388,45662.04,0.2258,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.433822,TX00390,9297.08,0.0684,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.462432,TX00392,28908.33,0.1419,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.496920,TX00393,38141.8,0.122,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.531504,TX00398,34024.12,0.0443,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.562330,TX00399,4013.1,0.0779,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.593725,TX00400,21153.91,0.5843,RETRY_PAYMENT,SUCCESS,Payment retry succeeded,21153.91,,
2026-09-02T11:25:09.624537,TX00401,30163.77,0.0484,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.658281,TX00403,15727.75,0.1168,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.693539,TX00404,12638.65,0.2668,SEND_REMINDER,REMINDER_SENT,Payment reminder sent to customer,0.0,,
2026-09-02T11:25:09.737165,TX00408,46419.47,0.2239,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.766144,TX00409,42274.14,0.0616,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.797078,TX00410,11354.33,0.2294,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.823325,TX00412,25712.56,0.1794,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:09.953402,TX00414,2393.21,0.4061,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nVO8xmC9z7j,0.0,order_TX3nVO8xmC9z7j,
2026-09-02T11:25:10.063326,TX00417,11727.71,0.5649,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nVV3aLjzdy5,0.0,order_TX3nVV3aLjzdy5,
2026-09-02T11:25:10.161158,TX00418,34131.38,0.4063,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nVbIqOdHpDH,0.0,order_TX3nVbIqOdHpDH,
2026-09-02T11:25:10.270815,TX00424,48120.62,0.5479,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nViexiX5cSO,0.0,order_TX3nViexiX5cSO,
2026-09-02T11:25:10.302471,TX00425,22316.94,0.0776,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:10.412789,TX00427,26676.72,0.4137,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nVsWMerrTKs,0.0,order_TX3nVsWMerrTKs,
2026-09-02T11:25:10.444305,TX00431,14542.67,0.5683,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:10.481180,TX00437,26010.15,0.0513,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:10.518085,TX00438,35563.72,0.0623,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:10.550220,TX00439,4967.31,0.0367,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:10.579988,TX00444,41857.62,0.0171,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.039118,TX00447,19104.91,0.5752,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nWWTNuRayE6,0.0,order_TX3nWWTNuRayE6,
2026-09-02T11:25:11.365608,TX00449,14427.84,0.4498,SEND_PAYMENT_LINK,PAYMENT_LINK_CREATED,Razorpay Test Mode order created: order_TX3nWoJfRCM7Mf,0.0,order_TX3nWoJfRCM7Mf,
2026-09-02T11:25:11.436646,TX00451,15878.33,0.491,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.503590,TX00453,39092.0,0.0963,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.572516,TX00455,22306.41,0.0712,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.663090,TX00457,32971.14,0.1046,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.738484,TX00460,12009.79,0.0312,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.807200,TX00461,5559.19,0.0785,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.871224,TX00463,25123.77,0.0456,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:11.934769,TX00465,12625.25,0.0428,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:12.005326,TX00466,27464.08,0.1598,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:12.097303,TX00468,45098.83,0.1351,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:12.214959,TX00469,10917.18,0.1232,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
2026-09-02T11:25:12.301947,TX00471,28058.39,0.1402,ESCALATE,ESCALATED,Case escalated to merchant,0.0,,
